,T0,T1,T2,B_2
T0,-0.8,-0.75,-0.11,0.01
T1,-0.26,-2.0,-0.0,0.3
T2,0.34,0.6,-2.1,-1.06
B_2,-0.1,-0.01,0.41,-1.67
