,T0,T1,T2,A_1
T0,-0.82,-0.73,0.14,-0.01
T1,-0.23,-1.94,0.0,-0.35
T2,0.06,0.53,-2.07,-0.67
A_1,-0.18,-0.34,-0.62,-2.13
