,T0,T1,T2,C_2
T0,-0.69,-0.97,0.33,-0.91
T1,0.02,-1.92,0.0,0.17
T2,0.0,0.48,-2.06,-0.15
C_2,-0.0,0.0,-0.0,-1.69
