,T0,T1,T2,A_0
T0,-0.79,-0.95,0.28,0.42
T1,0.0,-1.86,0.0,-0.62
T2,0.0,0.49,-2.06,-0.49
A_0,-0.34,-0.0,-1.27,-2.31
