,T0,T1,T2,E_2
T0,-0.77,-0.78,0.24,0.0
T1,-0.1,-1.85,-0.25,0.04
T2,-0.0,0.66,-2.1,-0.18
E_2,0.19,-0.37,0.62,-2.25
