,T0,T1,T2,B_2
T0,-0.76,-0.91,0.29,-0.09
T1,-0.09,-1.94,-0.01,0.43
T2,0.0,0.55,-2.04,-0.43
B_2,-0.09,0.0,0.0,-1.58
