,T0,T1,T2,A_1
T0,-0.77,-0.76,0.27,-0.02
T1,-0.12,-1.84,-0.09,-0.17
T2,0.0,0.58,-2.03,-1.26
A_1,-0.23,-1.19,-0.18,-2.09
