,T0,T1,T2,C_1
T0,-0.71,-0.9,0.35,-0.72
T1,-0.03,-1.92,0.0,0.27
T2,-0.05,0.47,-2.07,0.02
C_1,0.0,0.0,-0.33,-1.77
