,T0,T1,T2,E_1
T0,-0.76,-0.98,0.23,-0.01
T1,-0.0,-1.89,-0.0,0.0
T2,-0.0,0.47,-2.11,0.42
E_1,-0.0,-0.43,0.0,-2.52
