,T0,T1,T2,B_1
T0,-0.75,-1.02,0.26,-0.02
T1,-0.03,-1.96,0.0,0.17
T2,0.0,0.46,-2.08,0.0
B_1,-0.04,0.24,-0.25,-0.05
