,T0,T1,T2,A_0
T0,-0.81,-0.7,0.3,-0.0
T1,-0.11,-1.94,0.0,-0.76
T2,0.0,0.53,-2.06,-0.51
A_0,-0.08,-0.19,-0.68,-2.38
