,T0,T1,T2,A_1
T0,-0.8,-0.52,0.0,-0.0
T1,-0.24,-1.92,0.0,-0.25
T2,0.29,0.53,-2.11,-1.02
A_1,-0.4,-0.5,-0.37,-2.06
