,T0,T1,T2,B_1
T0,-0.74,-0.59,0.0,-0.16
T1,-0.21,-2.03,0.0,0.17
T2,0.28,0.47,-2.16,-0.0
B_1,-0.01,0.0,-0.17,-0.06
