,T0,T1,T2,C_2
T0,-0.79,-0.53,0.29,-0.28
T1,-0.25,-1.94,0.0,-0.0
T2,0.0,0.53,-2.09,-0.0
C_2,-0.75,-0.0,-0.06,-1.58
