,T0,T1,T2,A_1
T0,-0.95,-0.66,-0.0,0.2
T1,-0.11,-1.82,0.59,-0.72
T2,-0.25,0.43,-2.1,-0.58
A_1,-0.16,-0.27,-0.96,-2.11
