,T0,T1,T2,C_1
T0,-0.88,-0.51,-0.3,-0.39
T1,-0.18,-1.86,0.17,0.37
T2,-0.03,0.84,-2.2,-0.69
C_1,-0.48,0.0,-0.1,-1.78
