,T0,T1,T2,C_3
T0,-0.91,-0.71,-0.47,0.05
T1,-0.12,-1.93,0.18,0.29
T2,0.16,0.83,-2.14,-0.55
C_3,-0.41,-0.26,0.25,-0.41
