,T0,T1,T2,B_0
T0,-0.97,-0.41,-0.14,0.19
T1,-0.43,-1.87,0.78,0.24
T2,-0.15,0.27,-2.1,-0.24
B_0,-0.09,0.57,-0.74,-1.53
