,T0,T1,T2,E_3
T0,-0.97,-0.37,-0.14,0.32
T1,-0.41,-1.83,0.77,-0.06
T2,-0.24,0.21,-2.18,0.54
E_3,-1.43,-0.22,-1.22,-1.86
