,T0,T1,T2,B_2
T0,-0.88,-0.24,-0.36,-0.46
T1,-0.39,-1.85,-0.01,0.54
T2,-0.0,0.93,-2.23,-0.45
B_2,-0.35,-0.21,0.22,-1.46
