,T0,T1,T2,E_3
T0,-0.89,-0.24,0.12,0.18
T1,-0.71,-1.88,-0.0,-0.2
T2,0.01,0.63,-2.14,0.41
E_3,-0.04,-0.0,0.0,-1.9
