,T0,T1,T2,B_1
T0,-0.83,-1.26,0.0,0.07
T1,-0.02,-2.11,0.48,-0.0
T2,0.27,0.07,-2.09,-0.0
B_1,-0.18,0.19,-0.09,-0.02
