,T0,T1,T2,C_0
T0,-0.81,-0.88,-0.0,-0.07
T1,-0.12,-2.03,0.05,0.0
T2,0.26,0.53,-2.12,-0.14
C_0,-0.87,0.13,-0.0,-1.61
