,T0,T1,T2,C_3
T0,-0.78,-0.52,-0.0,-0.18
T1,-0.4,-2.17,-0.08,0.52
T2,0.3,0.65,-2.04,-0.38
C_3,-0.68,-0.47,0.34,-0.28
