,T0,T1,T2,B_2
T0,-0.83,-0.56,0.0,-0.0
T1,-0.37,-2.0,0.0,0.22
T2,0.23,0.57,-2.14,-0.01
B_2,-0.01,0.13,-0.3,-1.63
