,T0,T1,T2,A_1
T0,-0.84,-0.46,-0.0,0.0
T1,-0.41,-1.93,0.0,-0.31
T2,0.26,0.61,-2.1,-0.79
A_1,-0.03,-0.39,-0.3,-2.2
