,T0,T1,T2,B_0
T0,-0.83,-0.55,0.0,-0.09
T1,-0.38,-2.02,0.0,0.36
T2,0.24,0.59,-2.12,-0.18
B_0,-0.07,0.12,-0.21,-1.66
