,T0,T1,T2,B_2
T0,-0.78,-0.64,0.0,-0.11
T1,-0.41,-2.01,-0.16,0.64
T2,0.3,0.57,-2.14,-0.54
B_2,-0.06,-0.23,0.18,-1.58
