,T0,T1,T2,D_0
T0,-0.8,-1.24,0.12,0.16
T1,-0.07,-2.02,0.28,-0.01
T2,0.07,-0.0,-2.19,0.42
D_0,0.1,0.88,-0.38,-1.09
