,T0,T1,T2,B_1
T0,-0.86,-0.82,0.18,0.17
T1,-0.23,-1.88,-0.0,-0.16
T2,0.12,0.52,-2.04,-0.24
B_1,-0.28,0.54,-0.0,-0.02
