,T0,T1,T2,C_2
T0,-0.78,-0.73,0.0,-0.07
T1,-0.29,-1.95,0.1,0.03
T2,0.26,0.34,-2.17,-0.01
C_2,-0.46,0.25,0.0,-1.57
