,T0,T1,T2,E_1
T0,-0.86,-0.44,0.07,0.78
T1,-0.69,-1.94,0.49,0.34
T2,0.1,0.0,-2.11,0.4
E_1,-0.57,-0.85,-0.01,-2.3
