,T0,T1,T2,A_0
T0,-0.81,-0.33,-0.01,0.03
T1,-0.7,-1.88,0.49,-0.57
T2,0.29,0.09,-2.08,-1.24
A_0,-0.22,-0.07,-0.0,-2.34
