,T0,T1,T2,A_0
T0,-0.82,-1.5,0.4,0.0
T1,-0.0,-2.04,-0.0,-0.74
T2,-0.0,0.85,-2.06,-0.2
A_0,-0.08,-0.01,-0.41,-2.44
