,T0,T1,T2,A_1
T0,-0.82,-1.49,0.42,-0.0
T1,-0.02,-2.07,-0.0,-0.02
T2,-0.01,0.86,-2.04,-0.33
A_1,-0.0,-0.62,-1.28,-2.13
