,T0,T1,T2,C_0
T0,-0.75,-1.52,0.46,-0.84
T1,-0.0,-2.1,-0.0,0.12
T2,-0.0,0.82,-2.06,-0.03
C_0,-0.23,0.0,-0.0,-1.68
