,T0,T1,T2,E_0
T0,-0.84,-1.31,0.33,0.5
T1,-0.09,-2.05,-0.0,-0.16
T2,-0.0,0.84,-2.08,0.25
E_0,0.0,-0.13,0.0,-2.72
