,T0,T1,T2,E_2
T0,-0.81,-1.45,0.33,-0.12
T1,-0.02,-2.05,-0.0,-0.31
T2,-0.0,0.81,-2.12,0.49
E_2,-0.0,-0.0,0.0,-2.13
