,T0,T1,T2,B_2
T0,-0.82,-1.56,0.4,-0.01
T1,-0.07,-2.14,-0.0,0.53
T2,-0.0,0.83,-2.05,-0.14
B_2,-0.06,0.0,-0.0,-1.72
