,T0,T1,T2,C_2
T0,-0.77,-1.42,0.43,-0.54
T1,-0.02,-2.07,-0.0,0.0
T2,-0.0,0.83,-2.07,-0.0
C_2,-0.44,0.57,-0.05,-1.7
