,T0,T1,T2,B_0
T0,-0.81,-1.45,0.38,-0.08
T1,-0.08,-2.11,-0.01,0.37
T2,-0.0,0.82,-2.06,-0.0
B_0,0.0,-0.0,0.02,-1.74
