,T0,T1,T2,B_1
T0,-0.77,-1.48,0.42,-0.14
T1,-0.02,-2.07,-0.0,0.0
T2,-0.0,0.84,-2.07,-0.0
B_1,-0.0,0.31,-0.01,-0.1
