,T0,T1,T2,E_1
T0,-0.86,-0.14,-0.01,0.06
T1,-1.05,-1.88,0.71,-0.0
T2,0.02,-0.0,-2.04,0.28
E_1,-0.0,-0.31,0.05,-2.5
