,T0,T1,T2,C_1
T0,-0.78,-0.87,0.14,-0.46
T1,-0.17,-1.96,0.0,0.06
T2,0.0,0.54,-2.09,-0.0
C_1,-0.3,0.11,-0.26,-1.81
