,T0,T1,T2,A_0
T0,-0.82,-0.94,0.13,-0.0
T1,-0.12,-1.93,0.0,-0.63
T2,0.0,0.55,-2.06,-0.59
A_0,-0.08,-0.06,-0.6,-2.35
