,T0,T1,T2,B_2
T0,-0.84,-0.22,-0.0,-0.14
T1,-0.88,-1.92,0.68,0.15
T2,0.07,0.0,-2.02,-0.14
B_2,-0.0,0.26,-0.2,-1.66
