,T0,T1,T2,E_0
T0,-0.82,-0.87,0.08,0.15
T1,-0.19,-1.94,-0.0,-0.2
T2,-0.0,0.55,-2.1,0.2
E_0,-0.0,-0.0,-0.0,-2.61
