,T0,T1,T2,E_1
T0,-0.92,-0.19,0.01,0.36
T1,-0.1,-1.88,0.0,-0.36
T2,0.0,0.31,-2.31,-0.35
E_1,0.0,-0.13,-0.49,-2.76
