,T0,T1,T2,B_2
T0,-0.87,-0.3,0.0,-0.23
T1,-0.01,-1.96,0.01,0.33
T2,0.01,0.23,-2.32,-0.0
B_2,-0.03,0.0,-0.21,-1.81
