,T0,T1,T2,B_0
T0,-0.87,-0.31,0.01,-0.21
T1,-0.02,-1.99,0.02,0.44
T2,0.01,0.23,-2.31,-0.07
B_0,-0.0,0.0,-0.56,-1.56
