,T0,T1,T2,A_1
T0,-0.89,-0.08,0.0,-0.25
T1,-0.17,-1.86,0.0,-0.19
T2,0.0,0.35,-2.34,0.0
A_1,-0.22,-0.08,0.0,-2.05
