,T0,T1,T2,A_0
T0,-0.91,-0.07,0.0,-0.0
T1,-0.2,-1.87,0.0,-0.0
T2,0.01,0.36,-2.31,-0.41
A_0,-0.05,-0.38,-0.1,-2.4
