,T0,T1,T2,B_1
T0,-0.59,-0.71,0.01,-0.01
T1,-0.08,-2.01,0.0,0.0
T2,0.14,0.09,-2.06,-0.0
B_1,-0.16,0.09,-0.41,-0.01
