,T0,T1,T2,C_1
T0,-0.58,-0.54,0.0,-0.29
T1,-0.16,-1.98,0.0,0.01
T2,0.15,0.12,-2.07,-0.03
C_1,-0.48,0.0,-0.01,-1.89
