,T0,T1,T2,A_1
T0,-0.63,-0.21,0.01,0.1
T1,-0.49,-1.88,0.0,-0.18
T2,0.1,0.23,-2.05,-0.36
A_1,0.0,-0.3,-0.34,-2.41
