,T0,T1,T2,C_3
T0,-0.59,-0.17,0.0,-0.12
T1,-0.5,-1.89,0.0,0.0
T2,0.13,0.22,-2.07,-0.01
C_3,-0.72,0.0,-0.01,-0.29
