,T0,T1,T2,B_0
T0,-0.61,-0.73,0.24,0.0
T1,-0.07,-2.01,0.0,0.0
T2,0.0,0.22,-1.98,-0.38
B_0,-0.0,0.29,-0.3,-1.64
