,T0,T1,T2,E_3
T0,-0.61,-0.37,0.0,-0.0
T1,-0.31,-1.92,0.0,-0.21
T2,0.09,0.23,-2.18,0.74
E_3,-0.32,-0.27,0.0,-1.78
