,T0,T1,T2,C_2
T0,-0.73,-0.49,-0.09,-0.02
T1,-0.02,-1.95,0.19,0.0
T2,0.37,0.0,-2.16,-0.03
C_2,-1.19,0.25,0.0,-1.56
