,T0,T1,T2,E_0
T0,-0.83,0.02,0.17,0.66
T1,-0.63,-1.82,0.35,-0.01
T2,-0.0,0.0,-2.09,0.64
E_0,-0.64,-0.23,-0.02,-2.38
