,T0,T1,T2,A_1
T0,-0.75,-0.37,-0.0,0.07
T1,-0.08,-1.89,0.13,-0.4
T2,0.34,0.13,-2.1,-0.77
A_1,-0.0,-0.0,-0.32,-2.14
