,T0,T1,T2,D_0
T0,-0.78,-0.91,-0.22,0.47
T1,0.16,-2.0,0.16,-0.01
T2,0.42,-0.05,-2.19,0.1
D_0,-0.11,0.83,0.0,-1.33
