,T0,T1,T2,B_2
T0,-0.74,-0.53,0.11,0.0
T1,-0.01,-1.95,0.28,-0.07
T2,0.21,-0.08,-2.1,0.04
B_2,-0.1,0.47,-0.21,-1.68
