,T0,T1,T2,C_0
T0,-0.72,-0.5,-0.17,-0.0
T1,0.0,-1.97,0.07,0.2
T2,0.43,0.1,-2.17,-0.14
C_0,-1.09,0.14,0.24,-1.59
